hid,family,N,tpy,WR,BASE,STRESS,PF,maxDD,db5,era1,era2,era3,epos,worst_era,recent,SURVIVE
S3::ref=swing/lb=20/retest_within=8/stop=atr/exit=rr3/side=up/id=389c45ef02b4,S3,7675,512.0,0.288,-0.0035,-0.0857,0.995,314.5,-0.1608,-0.1014,0.0148,0.0763,2,-0.1014,0.1207,False
S3::ref=swing/lb=20/retest_within=8/stop=atr/exit=rr3/side=down/id=90578286dc0c,S3,7278,485.0,0.275,-0.0432,-0.1254,0.94,475.7,-0.2026,-0.0186,-0.0991,-0.012,0,-0.0991,0.0621,False
S3::ref=swing/lb=20/retest_within=8/stop=atr/exit=trailing/side=up/id=3afb2c14e707,S3,10914,727.0,0.318,-0.1836,-0.2668,0.532,2007.2,-0.2939,-0.1956,-0.1928,-0.1623,0,-0.1956,-0.1473,False
S3::ref=swing/lb=20/retest_within=8/stop=atr/exit=trailing/side=down/id=9d61e12d2632,S3,10224,681.0,0.311,-0.1941,-0.2767,0.502,1987.3,-0.3022,-0.191,-0.2011,-0.1903,0,-0.2011,-0.174,False
S3::ref=swing/lb=50/retest_within=4/stop=beyond_level/exit=rr2/side=up/id=752d4846cd29,S3,7219,481.0,0.566,0.1602,-0.1878,1.32,30.7,0.0647,0.1517,0.1216,0.2075,3,0.1216,0.2271,False
S3::ref=swing/lb=50/retest_within=4/stop=beyond_level/exit=rr2/side=down/id=80b4d5deb350,S3,5973,398.0,0.581,0.1911,-0.1618,1.397,22.1,0.0973,0.169,0.1724,0.2319,3,0.169,0.3388,False
S3::ref=swing/lb=50/retest_within=4/stop=beyond_level/exit=rr3/side=up/id=677a0f1fee9e,S3,6964,464.0,0.545,0.2173,-0.1281,1.416,28.2,0.0724,0.2153,0.1727,0.2639,3,0.1727,0.3018,False
S3::ref=swing/lb=50/retest_within=4/stop=beyond_level/exit=rr3/side=down/id=4fb5dffe9fdd,S3,5844,390.0,0.56,0.2448,-0.1044,1.485,23.3,0.1012,0.2306,0.2152,0.2884,3,0.2152,0.427,False
S3::ref=swing/lb=50/retest_within=4/stop=beyond_level/exit=trailing/side=up/id=b1d55bfa3ab6,S3,7134,475.0,0.521,0.2433,-0.1785,1.478,49.3,-0.0947,0.2817,0.1853,0.263,3,0.1853,0.2672,False
S3::ref=swing/lb=50/retest_within=4/stop=beyond_level/exit=trailing/side=down/id=d58047456c51,S3,5991,399.0,0.538,0.2784,-0.1381,1.57,38.7,-0.0566,0.3156,0.2243,0.2952,3,0.2243,0.3517,False
S3::ref=swing/lb=50/retest_within=4/stop=atr/exit=rr2/side=up/id=c17eea76258b,S3,5001,333.0,0.368,0.0335,-0.0398,1.053,49.6,-0.0698,0.0084,0.0511,0.0409,3,0.0084,0.0816,False
S3::ref=swing/lb=50/retest_within=4/stop=atr/exit=rr2/side=down/id=2958b312e6b0,S3,4442,296.0,0.336,-0.0506,-0.1224,0.923,300.4,-0.1587,-0.0169,-0.1069,-0.028,0,-0.1069,-0.0651,False
S3::ref=swing/lb=50/retest_within=4/stop=atr/exit=rr3/side=up/id=91755ea131e6,S3,4394,293.0,0.309,0.0393,-0.034,1.057,101.7,-0.1157,-0.0305,0.0565,0.092,2,-0.0305,0.1361,False
S3::ref=swing/lb=50/retest_within=4/stop=atr/exit=rr3/side=down/id=2eaf3a169c76,S3,3960,264.0,0.278,-0.054,-0.1266,0.924,316.2,-0.2144,-0.0114,-0.1152,-0.0355,0,-0.1152,-0.0405,False
S3::ref=swing/lb=50/retest_within=4/stop=atr/exit=trailing/side=up/id=ff14230f95da,S3,6040,403.0,0.322,-0.1756,-0.2493,0.547,1071.3,-0.2847,-0.1791,-0.1709,-0.1767,0,-0.1791,-0.1719,False
S3::ref=swing/lb=50/retest_within=4/stop=atr/exit=trailing/side=down/id=665976034f3e,S3,5282,352.0,0.305,-0.199,-0.2712,0.496,1052.7,-0.3077,-0.1842,-0.2284,-0.1844,0,-0.2284,-0.1903,False
S3::ref=swing/lb=50/retest_within=8/stop=beyond_level/exit=rr2/side=up/id=446079c58299,S3,7816,521.0,0.56,0.15,-0.2038,1.296,34.5,0.0539,0.1381,0.1163,0.1955,3,0.1163,0.2104,False
S3::ref=swing/lb=50/retest_within=8/stop=beyond_level/exit=rr2/side=down/id=99fb1e6ae73f,S3,6516,434.0,0.574,0.1784,-0.1786,1.364,23.9,0.084,0.168,0.1466,0.2207,3,0.1466,0.3328,False
S3::ref=swing/lb=50/retest_within=8/stop=beyond_level/exit=rr3/side=up/id=122d24309446,S3,7532,502.0,0.538,0.2033,-0.1477,1.383,31.3,0.0577,0.187,0.1674,0.2554,3,0.1674,0.291,False
S3::ref=swing/lb=50/retest_within=8/stop=beyond_level/exit=rr3/side=down/id=e06421b7d2eb,S3,6367,424.0,0.552,0.2333,-0.1189,1.454,23.5,0.0892,0.2261,0.2013,0.2725,3,0.2013,0.4044,False
S3::ref=swing/lb=50/retest_within=8/stop=beyond_level/exit=trailing/side=up/id=ed0b92d45f8b,S3,7736,516.0,0.513,0.2267,-0.1985,1.438,47.1,-0.1124,0.223,0.2012,0.2561,3,0.2012,0.2635,False
S3::ref=swing/lb=50/retest_within=8/stop=beyond_level/exit=trailing/side=down/id=1bb54f0c4fc3,S3,6543,436.0,0.529,0.29,-0.1323,1.581,40.9,-0.0735,0.3495,0.2376,0.283,3,0.2376,0.3265,False
S3::ref=swing/lb=50/retest_within=8/stop=atr/exit=rr2/side=up/id=884bcb0e0e3a,S3,5347,356.0,0.367,0.0303,-0.043,1.048,49.9,-0.073,-0.0032,0.0442,0.0501,2,-0.0032,0.0886,False
S3::ref=swing/lb=50/retest_within=8/stop=atr/exit=rr2/side=down/id=f8c0432525f7,S3,4782,319.0,0.336,-0.0515,-0.1233,0.922,331.8,-0.1595,-0.0147,-0.0974,-0.0422,0,-0.0974,-0.0414,False
S3::ref=swing/lb=50/retest_within=8/stop=atr/exit=rr3/side=up/id=6e148815498c,S3,4664,311.0,0.309,0.0426,-0.0307,1.062,115.9,-0.1126,-0.018,0.0448,0.101,2,-0.018,0.1474,False
S3::ref=swing/lb=50/retest_within=8/stop=atr/exit=rr3/side=down/id=34abb347fc92,S3,4238,282.0,0.28,-0.0518,-0.1243,0.927,351.7,-0.2113,0.003,-0.115,-0.0433,1,-0.115,-0.0096,False
S3::ref=swing/lb=50/retest_within=8/stop=atr/exit=trailing/side=up/id=2d52e5c32e31,S3,6535,436.0,0.324,-0.1716,-0.2453,0.555,1129.0,-0.2819,-0.1767,-0.17,-0.1681,0,-0.1767,-0.1672,False
S3::ref=swing/lb=50/retest_within=8/stop=atr/exit=trailing/side=down/id=23ef3d769e6e,S3,5728,382.0,0.308,-0.1947,-0.2668,0.505,1116.6,-0.3038,-0.1803,-0.2243,-0.1794,0,-0.2243,-0.1833,False
S3::ref=session/lb=20/retest_within=4/stop=beyond_level/exit=rr2/side=up/id=865765ee76e8,S3,17833,1189.0,0.559,0.1295,-0.2514,1.249,42.2,0.0324,0.0965,0.1009,0.1912,3,0.0965,0.2322,False
S3::ref=session/lb=20/retest_within=4/stop=beyond_level/exit=rr2/side=down/id=d0fa8864084f,S3,16584,1105.0,0.566,0.1401,-0.2343,1.274,41.4,0.0436,0.1083,0.1182,0.1937,3,0.1083,0.241,False
S3::ref=session/lb=20/retest_within=4/stop=beyond_level/exit=rr3/side=up/id=654c31644db7,S3,17165,1144.0,0.536,0.1833,-0.1937,1.337,36.9,0.0368,0.1539,0.1464,0.2496,3,0.1464,0.3213,False
S3::ref=session/lb=20/retest_within=4/stop=beyond_level/exit=rr3/side=down/id=9973439fa00f,S3,16075,1071.0,0.544,0.1916,-0.1834,1.358,37.1,0.0457,0.1698,0.1674,0.2376,3,0.1674,0.2842,False
S3::ref=session/lb=20/retest_within=4/stop=beyond_level/exit=trailing/side=up/id=b5823db66724,S3,17606,1173.0,0.515,0.2311,-0.2386,1.436,62.8,-0.1284,0.2306,0.1668,0.2958,3,0.1668,0.2914,False
S3::ref=session/lb=20/retest_within=4/stop=beyond_level/exit=trailing/side=down/id=1beb07a3927a,S3,16606,1107.0,0.523,0.2385,-0.2094,1.462,40.3,-0.1059,0.247,0.1829,0.2855,3,0.1829,0.3751,False
S3::ref=session/lb=20/retest_within=4/stop=atr/exit=rr2/side=up/id=907a32c350fa,S3,11033,735.0,0.348,-0.0154,-0.0969,0.976,337.0,-0.121,-0.0584,-0.0156,0.0278,1,-0.0584,0.0548,False
S3::ref=session/lb=20/retest_within=4/stop=atr/exit=rr2/side=down/id=af50ac123d84,S3,10714,714.0,0.336,-0.0465,-0.128,0.93,557.5,-0.154,-0.022,-0.064,-0.0535,0,-0.064,0.0103,False
S3::ref=session/lb=20/retest_within=4/stop=atr/exit=rr3/side=up/id=f8cc9fbbcc55,S3,9500,633.0,0.289,-0.0126,-0.0937,0.982,324.9,-0.1708,-0.0758,-0.0031,0.041,1,-0.0758,0.0544,False
S3::ref=session/lb=20/retest_within=4/stop=atr/exit=rr3/side=down/id=a6d9ef15a2ef,S3,9304,620.0,0.277,-0.0433,-0.1248,0.94,528.1,-0.2034,-0.0123,-0.0701,-0.0475,0,-0.0701,0.0564,False
S3::ref=session/lb=20/retest_within=4/stop=atr/exit=trailing/side=up/id=6d0c128333d7,S3,14296,953.0,0.327,-0.175,-0.2589,0.552,2505.7,-0.2862,-0.1861,-0.1806,-0.1582,0,-0.1861,-0.1488,False
S3::ref=session/lb=20/retest_within=4/stop=atr/exit=trailing/side=down/id=70b2b16551c6,S3,14009,934.0,0.314,-0.1907,-0.2744,0.516,2673.9,-0.3019,-0.1814,-0.1905,-0.2003,0,-0.2003,-0.1781,False
S3::ref=session/lb=20/retest_within=8/stop=beyond_level/exit=rr2/side=up/id=c539f7b03b7e,S3,19253,1283.0,0.552,0.1151,-0.267,1.218,58.0,0.0173,0.0895,0.0864,0.1695,3,0.0864,0.2064,False
S3::ref=session/lb=20/retest_within=8/stop=beyond_level/exit=rr2/side=down/id=3454b42d749f,S3,17995,1199.0,0.562,0.1372,-0.2378,1.267,43.9,0.0406,0.1122,0.1136,0.1857,3,0.1122,0.241,False
S3::ref=session/lb=20/retest_within=8/stop=beyond_level/exit=rr3/side=up/id=0154feb6064e,S3,18513,1234.0,0.528,0.1691,-0.2094,1.306,38.9,0.0219,0.1484,0.1294,0.2294,3,0.1294,0.2917,False
S3::ref=session/lb=20/retest_within=8/stop=beyond_level/exit=rr3/side=down/id=ebda3ea9e04b,S3,17410,1160.0,0.54,0.1899,-0.1862,1.352,35.3,0.0439,0.1758,0.1659,0.2279,3,0.1659,0.2846,False
S3::ref=session/lb=20/retest_within=8/stop=beyond_level/exit=trailing/side=up/id=1106d11bed76,S3,19053,1270.0,0.506,0.2206,-0.2537,1.409,63.2,-0.1475,0.2313,0.162,0.2686,3,0.162,0.2579,False
S3::ref=session/lb=20/retest_within=8/stop=beyond_level/exit=trailing/side=down/id=8143ebd9e75c,S3,18037,1202.0,0.517,0.2407,-0.2086,1.461,55.0,-0.1162,0.2625,0.1833,0.2763,3,0.1833,0.3639,False
S3::ref=session/lb=20/retest_within=8/stop=atr/exit=rr2/side=up/id=a23c677f73dc,S3,11661,777.0,0.348,-0.0171,-0.0984,0.974,367.6,-0.1229,-0.0631,-0.0086,0.0204,1,-0.0631,0.053,False
S3::ref=session/lb=20/retest_within=8/stop=atr/exit=rr2/side=down/id=bfd03f2e314e,S3,11330,755.0,0.336,-0.0462,-0.1272,0.931,587.7,-0.1537,-0.0236,-0.0701,-0.0449,0,-0.0701,0.0177,False
S3::ref=session/lb=20/retest_within=8/stop=atr/exit=rr3/side=up/id=24fa16426857,S3,9956,664.0,0.29,-0.0087,-0.0897,0.988,338.1,-0.1664,-0.0743,0.0047,0.0436,2,-0.0743,0.0644,False
S3::ref=session/lb=20/retest_within=8/stop=atr/exit=rr3/side=down/id=827717197973,S3,9762,651.0,0.278,-0.0408,-0.122,0.943,540.6,-0.2008,-0.0049,-0.0736,-0.0439,0,-0.0736,0.0685,False
S3::ref=session/lb=20/retest_within=8/stop=atr/exit=trailing/side=up/id=38192f25acec,S3,15352,1023.0,0.328,-0.1732,-0.2568,0.555,2661.0,-0.2845,-0.1819,-0.1794,-0.1583,0,-0.1819,-0.1521,False
S3::ref=session/lb=20/retest_within=8/stop=atr/exit=trailing/side=down/id=fcf8ca2a955a,S3,15052,1003.0,0.315,-0.1892,-0.2725,0.517,2850.0,-0.2994,-0.1816,-0.1891,-0.197,0,-0.197,-0.1742,False
S3::ref=session/lb=50/retest_within=4/stop=beyond_level/exit=rr2/side=up/id=7f678272029d,S3,17833,1189.0,0.559,0.1295,-0.2514,1.249,42.2,0.0324,0.0965,0.1009,0.1912,3,0.0965,0.2322,False
S3::ref=session/lb=50/retest_within=4/stop=beyond_level/exit=rr2/side=down/id=78f1e365948f,S3,16584,1105.0,0.566,0.1401,-0.2343,1.274,41.4,0.0436,0.1083,0.1182,0.1937,3,0.1083,0.241,False
S3::ref=session/lb=50/retest_within=4/stop=beyond_level/exit=rr3/side=up/id=75fa4be8b53f,S3,17165,1144.0,0.536,0.1833,-0.1937,1.337,36.9,0.0368,0.1539,0.1464,0.2496,3,0.1464,0.3213,False
S3::ref=session/lb=50/retest_within=4/stop=beyond_level/exit=rr3/side=down/id=ba06c98b6c83,S3,16075,1071.0,0.544,0.1916,-0.1834,1.358,37.1,0.0457,0.1698,0.1674,0.2376,3,0.1674,0.2842,False
S3::ref=session/lb=50/retest_within=4/stop=beyond_level/exit=trailing/side=up/id=311c2066c32b,S3,17606,1173.0,0.515,0.2311,-0.2386,1.436,62.8,-0.1284,0.2306,0.1668,0.2958,3,0.1668,0.2914,False
S3::ref=session/lb=50/retest_within=4/stop=beyond_level/exit=trailing/side=down/id=95d41bb2b81f,S3,16606,1107.0,0.523,0.2385,-0.2094,1.462,40.3,-0.1059,0.247,0.1829,0.2855,3,0.1829,0.3751,False
S3::ref=session/lb=50/retest_within=4/stop=atr/exit=rr2/side=up/id=793db56e0e37,S3,11033,735.0,0.348,-0.0154,-0.0969,0.976,337.0,-0.121,-0.0584,-0.0156,0.0278,1,-0.0584,0.0548,False
S3::ref=session/lb=50/retest_within=4/stop=atr/exit=rr2/side=down/id=0bce82d5f274,S3,10714,714.0,0.336,-0.0465,-0.128,0.93,557.5,-0.154,-0.022,-0.064,-0.0535,0,-0.064,0.0103,False
S3::ref=session/lb=50/retest_within=4/stop=atr/exit=rr3/side=up/id=fd11f961f25d,S3,9500,633.0,0.289,-0.0126,-0.0937,0.982,324.9,-0.1708,-0.0758,-0.0031,0.041,1,-0.0758,0.0544,False
S3::ref=session/lb=50/retest_within=4/stop=atr/exit=rr3/side=down/id=3ffae646c65f,S3,9304,620.0,0.277,-0.0433,-0.1248,0.94,528.1,-0.2034,-0.0123,-0.0701,-0.0475,0,-0.0701,0.0564,False
S3::ref=session/lb=50/retest_within=4/stop=atr/exit=trailing/side=up/id=78ce78d6057c,S3,14296,953.0,0.327,-0.175,-0.2589,0.552,2505.7,-0.2862,-0.1861,-0.1806,-0.1582,0,-0.1861,-0.1488,False
S3::ref=session/lb=50/retest_within=4/stop=atr/exit=trailing/side=down/id=84798488f838,S3,14009,934.0,0.314,-0.1907,-0.2744,0.516,2673.9,-0.3019,-0.1814,-0.1905,-0.2003,0,-0.2003,-0.1781,False
S3::ref=session/lb=50/retest_within=8/stop=beyond_level/exit=rr2/side=up/id=fb2b2d3da042,S3,19253,1283.0,0.552,0.1151,-0.267,1.218,58.0,0.0173,0.0895,0.0864,0.1695,3,0.0864,0.2064,False
S3::ref=session/lb=50/retest_within=8/stop=beyond_level/exit=rr2/side=down/id=815187921b53,S3,17995,1199.0,0.562,0.1372,-0.2378,1.267,43.9,0.0406,0.1122,0.1136,0.1857,3,0.1122,0.241,False
S3::ref=session/lb=50/retest_within=8/stop=beyond_level/exit=rr3/side=up/id=4941cb540e1e,S3,18513,1234.0,0.528,0.1691,-0.2094,1.306,38.9,0.0219,0.1484,0.1294,0.2294,3,0.1294,0.2917,False
S3::ref=session/lb=50/retest_within=8/stop=beyond_level/exit=rr3/side=down/id=dbed1ac525b2,S3,17410,1160.0,0.54,0.1899,-0.1862,1.352,35.3,0.0439,0.1758,0.1659,0.2279,3,0.1659,0.2846,False
S3::ref=session/lb=50/retest_within=8/stop=beyond_level/exit=trailing/side=up/id=adb3cea13931,S3,19053,1270.0,0.506,0.2206,-0.2537,1.409,63.2,-0.1475,0.2313,0.162,0.2686,3,0.162,0.2579,False
S3::ref=session/lb=50/retest_within=8/stop=beyond_level/exit=trailing/side=down/id=94fc1b7ce858,S3,18037,1202.0,0.517,0.2407,-0.2086,1.461,55.0,-0.1162,0.2625,0.1833,0.2763,3,0.1833,0.3639,False
S3::ref=session/lb=50/retest_within=8/stop=atr/exit=rr2/side=up/id=48b47f3b97b4,S3,11661,777.0,0.348,-0.0171,-0.0984,0.974,367.6,-0.1229,-0.0631,-0.0086,0.0204,1,-0.0631,0.053,False
S3::ref=session/lb=50/retest_within=8/stop=atr/exit=rr2/side=down/id=fa60f190bb12,S3,11330,755.0,0.336,-0.0462,-0.1272,0.931,587.7,-0.1537,-0.0236,-0.0701,-0.0449,0,-0.0701,0.0177,False
S3::ref=session/lb=50/retest_within=8/stop=atr/exit=rr3/side=up/id=b539401c3801,S3,9956,664.0,0.29,-0.0087,-0.0897,0.988,338.1,-0.1664,-0.0743,0.0047,0.0436,2,-0.0743,0.0644,False
S3::ref=session/lb=50/retest_within=8/stop=atr/exit=rr3/side=down/id=82d0803ece2e,S3,9762,651.0,0.278,-0.0408,-0.122,0.943,540.6,-0.2008,-0.0049,-0.0736,-0.0439,0,-0.0736,0.0685,False
S3::ref=session/lb=50/retest_within=8/stop=atr/exit=trailing/side=up/id=88e2c45e191b,S3,15352,1023.0,0.328,-0.1732,-0.2568,0.555,2661.0,-0.2845,-0.1819,-0.1794,-0.1583,0,-0.1819,-0.1521,False
S3::ref=session/lb=50/retest_within=8/stop=atr/exit=trailing/side=down/id=a2f5a95e386f,S3,15052,1003.0,0.315,-0.1892,-0.2725,0.517,2850.0,-0.2994,-0.1816,-0.1891,-0.197,0,-0.197,-0.1742,False
S4::exp_k=1.5/stop=bar/exit=rr2/min_compress=1/id=cf232107e3b5,S4,11979,798.0,0.337,-0.0411,-0.1645,0.94,567.9,-0.1481,-0.0647,-0.0346,-0.0239,0,-0.0647,0.0391,False
S4::exp_k=1.5/stop=bar/exit=rr2/min_compress=3/id=693c07cdcc45,S4,11546,770.0,0.336,-0.0409,-0.1669,0.94,574.6,-0.1481,-0.0703,-0.0358,-0.0166,0,-0.0703,0.0649,False
S4::exp_k=1.5/stop=bar/exit=rr3/min_compress=1/id=79df6620a5f2,S4,10493,699.0,0.266,-0.0364,-0.159,0.952,501.2,-0.1962,-0.0546,-0.0249,-0.0299,0,-0.0546,0.0802,False
S4::exp_k=1.5/stop=bar/exit=rr3/min_compress=3/id=10148b0b68f4,S4,10144,676.0,0.265,-0.0366,-0.1615,0.952,509.6,-0.1964,-0.0712,-0.0258,-0.0127,0,-0.0712,0.1063,False
S4::exp_k=1.5/stop=bar/exit=trailing/min_compress=1/id=9c749c4ba49d,S4,22287,1485.0,0.295,-0.2118,-0.3423,0.493,4722.0,-0.3393,-0.2034,-0.229,-0.2029,0,-0.229,-0.1513,False
S4::exp_k=1.5/stop=bar/exit=trailing/min_compress=3/id=34c2053cbcb0,S4,21282,1418.0,0.294,-0.2131,-0.3455,0.49,4540.6,-0.3408,-0.207,-0.2295,-0.2029,0,-0.2295,-0.1443,False
S4::exp_k=1.5/stop=bar/exit=time/min_compress=1/id=0a49d66438e0,S4,10295,686.0,0.264,-0.0215,-0.1508,0.971,469.8,-0.4007,0.008,-0.037,-0.0355,1,-0.037,0.1245,False
S4::exp_k=1.5/stop=bar/exit=time/min_compress=3/id=312f4125d408,S4,9841,656.0,0.26,-0.0265,-0.1584,0.965,489.3,-0.4108,-0.0078,-0.0366,-0.035,0,-0.0366,0.1407,False
S4::exp_k=1.5/stop=atr/exit=rr2/min_compress=1/id=dfc17d25c8fa,S4,12968,864.0,0.332,-0.0365,-0.1485,0.947,526.5,-0.1434,-0.0718,-0.0013,-0.0365,0,-0.0718,0.0209,False
S4::exp_k=1.5/stop=atr/exit=rr2/min_compress=3/id=09d4bffe8e3f,S4,12451,830.0,0.331,-0.0381,-0.1516,0.945,512.0,-0.1449,-0.0708,-0.0012,-0.0423,0,-0.0708,0.0054,False
S4::exp_k=1.5/stop=atr/exit=rr3/min_compress=1/id=1221bb858ac9,S4,11078,738.0,0.255,-0.0368,-0.1488,0.952,478.1,-0.1959,-0.0695,-0.0222,-0.0187,0,-0.0695,0.0381,False
S4::exp_k=1.5/stop=atr/exit=rr3/min_compress=3/id=783245419d24,S4,10662,711.0,0.254,-0.0368,-0.1503,0.952,469.2,-0.1961,-0.0674,-0.027,-0.0159,0,-0.0674,0.0407,False
S4::exp_k=1.5/stop=atr/exit=trailing/min_compress=1/id=ea4ffb16d459,S4,22238,1482.0,0.303,-0.2084,-0.3221,0.483,4636.9,-0.3205,-0.2034,-0.2203,-0.2016,0,-0.2203,-0.1569,False
S4::exp_k=1.5/stop=atr/exit=trailing/min_compress=3/id=257ecdb0b1bd,S4,21246,1416.0,0.302,-0.2099,-0.3251,0.48,4464.4,-0.322,-0.2076,-0.2204,-0.2019,0,-0.2204,-0.1511,False
S4::exp_k=1.5/stop=atr/exit=time/min_compress=1/id=22af239b6f1b,S4,10517,701.0,0.257,-0.0183,-0.1329,0.976,333.1,-0.3769,-0.0345,-0.0023,-0.018,0,-0.0345,0.0827,False
S4::exp_k=1.5/stop=atr/exit=time/min_compress=3/id=0f8b19b26a8a,S4,10020,668.0,0.255,-0.0196,-0.136,0.974,340.1,-0.3817,-0.0337,0.0031,-0.0283,1,-0.0337,0.086,False
S4::exp_k=2.0/stop=bar/exit=rr2/min_compress=1/id=e18ef77a7170,S4,6247,416.0,0.342,-0.0328,-0.13,0.951,278.5,-0.1396,-0.0571,-0.0523,0.0111,1,-0.0571,0.0189,False
S4::exp_k=2.0/stop=bar/exit=rr2/min_compress=3/id=4c69d6e9901c,S4,6032,402.0,0.34,-0.0353,-0.134,0.947,278.5,-0.1422,-0.0635,-0.0523,0.01,1,-0.0635,0.0306,False
S4::exp_k=2.0/stop=bar/exit=rr3/min_compress=1/id=96d12433edf0,S4,5847,390.0,0.277,-0.0294,-0.1275,0.96,275.1,-0.1892,-0.0328,-0.0611,0.0059,1,-0.0611,0.0697,False
S4::exp_k=2.0/stop=bar/exit=rr3/min_compress=3/id=b2a7bc295dc2,S4,5653,377.0,0.275,-0.0345,-0.134,0.953,271.8,-0.1944,-0.0364,-0.0639,-0.0032,0,-0.0639,0.0582,False
S4::exp_k=2.0/stop=bar/exit=trailing/min_compress=1/id=1d70e7889da7,S4,8686,579.0,0.306,-0.1589,-0.2584,0.521,1382.5,-0.2626,-0.1491,-0.1787,-0.149,0,-0.1787,-0.1307,False
S4::exp_k=2.0/stop=bar/exit=trailing/min_compress=3/id=19a8a8d09c52,S4,8302,553.0,0.305,-0.1631,-0.2638,0.509,1356.1,-0.2648,-0.156,-0.1829,-0.1504,0,-0.1829,-0.1216,False
S4::exp_k=2.0/stop=bar/exit=time/min_compress=1/id=0fafc252d4ef,S4,5887,392.0,0.301,-0.026,-0.1264,0.962,312.3,-0.353,0.018,-0.0801,-0.0158,1,-0.0801,0.1111,False
S4::exp_k=2.0/stop=bar/exit=time/min_compress=3/id=309521e415b6,S4,5649,377.0,0.298,-0.0348,-0.1368,0.95,339.6,-0.3606,0.0158,-0.0925,-0.0277,1,-0.0925,0.1095,False
S4::exp_k=2.0/stop=atr/exit=rr2/min_compress=1/id=025541d1cf39,S4,7239,482.0,0.335,-0.0265,-0.1389,0.961,244.4,-0.1326,-0.0522,-0.0346,0.0073,1,-0.0522,0.0467,False
S4::exp_k=2.0/stop=atr/exit=rr2/min_compress=3/id=04aa7b663ad0,S4,6948,463.0,0.332,-0.0341,-0.148,0.95,286.2,-0.1408,-0.059,-0.0441,0.0008,1,-0.059,0.0452,False
S4::exp_k=2.0/stop=atr/exit=rr3/min_compress=1/id=93b39881c26e,S4,6606,440.0,0.26,-0.0149,-0.1274,0.98,190.2,-0.173,-0.038,-0.0152,0.0087,1,-0.038,0.0541,False
S4::exp_k=2.0/stop=atr/exit=rr3/min_compress=3/id=0e79ac475dc0,S4,6361,424.0,0.257,-0.0234,-0.1375,0.969,216.6,-0.1821,-0.0387,-0.0271,-0.0043,0,-0.0387,0.0294,False
S4::exp_k=2.0/stop=atr/exit=trailing/min_compress=1/id=a2425eb214da,S4,8685,579.0,0.309,-0.188,-0.3008,0.528,1635.0,-0.3068,-0.1801,-0.2047,-0.1793,0,-0.2047,-0.1808,False
S4::exp_k=2.0/stop=atr/exit=trailing/min_compress=3/id=0e6a495de34f,S4,8301,553.0,0.308,-0.1918,-0.306,0.52,1594.3,-0.31,-0.1875,-0.2087,-0.1792,0,-0.2087,-0.1711,False
S4::exp_k=2.0/stop=atr/exit=time/min_compress=1/id=268bd2568809,S4,6244,416.0,0.255,-0.0025,-0.1169,0.997,140.0,-0.3724,-0.0003,-0.0101,0.003,1,-0.0101,0.1142,False
S4::exp_k=2.0/stop=atr/exit=time/min_compress=3/id=dfe8e6044b92,S4,5988,399.0,0.252,-0.0107,-0.1267,0.986,170.5,-0.3807,0.0043,-0.0212,-0.0152,1,-0.0212,0.0893,False
S5::session=asia/mode=breakout/stop=or_opp/exit=rr2/side=up/id=15be26301532,S5,2460,164.0,0.397,0.0632,0.0047,1.109,46.4,-0.0395,-0.0106,0.0658,0.1346,2,-0.0106,0.2122,False
S5::session=asia/mode=breakout/stop=or_opp/exit=rr2/side=down/id=9cce3e63e04e,S5,2315,154.0,0.368,0.0134,-0.0446,1.022,84.0,-0.0913,0.0717,-0.0072,-0.0244,1,-0.0244,0.1086,False
S5::session=asia/mode=breakout/stop=or_opp/exit=rr3/side=up/id=47b891881383,S5,2359,157.0,0.354,0.076,0.016,1.121,35.6,-0.0777,0.0386,0.0957,0.0936,3,0.0386,0.1778,False
S5::session=asia/mode=breakout/stop=or_opp/exit=rr3/side=down/id=2c234599e320,S5,2228,148.0,0.307,-0.0203,-0.0795,0.97,156.6,-0.1794,0.0585,-0.0243,-0.0953,1,-0.0953,0.0642,False
S5::session=asia/mode=breakout/stop=or_opp/exit=opp_liq/side=up/id=23da34043923,S5,7552,503.0,0.809,-0.0056,-0.0512,0.958,90.2,-0.0451,-0.0207,-0.0091,0.0131,1,-0.0207,0.0183,False
S5::session=asia/mode=breakout/stop=or_opp/exit=opp_liq/side=down/id=56e318419e83,S5,6252,417.0,0.777,-0.0201,-0.0676,0.88,154.5,-0.0682,-0.0321,-0.0192,-0.0088,0,-0.0321,0.0197,False
S5::session=asia/mode=breakout/stop=or_opp/exit=time/side=up/id=4b92581fe1d9,S5,2321,155.0,0.443,0.0781,0.0176,1.163,34.9,-0.1145,0.048,0.0756,0.1107,3,0.048,0.157,False
S5::session=asia/mode=breakout/stop=or_opp/exit=time/side=down/id=8e859442422b,S5,2174,145.0,0.387,-0.0255,-0.0857,0.952,143.6,-0.2347,0.0416,-0.0495,-0.0685,1,-0.0685,0.0533,False
S5::session=asia/mode=breakout/stop=atr/exit=rr2/side=up/id=daad4545c814,S5,3321,221.0,0.359,0.041,-0.055,1.063,70.3,-0.0625,-0.021,0.0542,0.0898,2,-0.021,0.1521,False
S5::session=asia/mode=breakout/stop=atr/exit=rr2/side=down/id=9e3c05ae5fd0,S5,3132,209.0,0.328,-0.0437,-0.138,0.936,229.3,-0.1506,-0.0077,-0.0925,-0.0309,0,-0.0925,0.0924,False
