object,family,mechanism,feature,n_bins,omni_p,best_pos_bin,best_pos_exp,best_pos_N,best_pos_days,best_pos_lift,best_pos_z,pooled_exp,rank,bh_thresh,fdr_sig
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f031,2,0.06733634781659781,,,0,0,,,-0.1791938310904777,860,0.008309178743961353,False
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f009,5,0.06760753917223417,,,0,0,,,-0.6026326920420786,861,0.008318840579710145,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f031,2,0.06765074649438718,,,0,0,,,-0.1929964957240371,862,0.008328502415458938,False
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f042,5,0.06823096990059563,,,0,0,,,-0.18214022583580294,863,0.008338164251207729,False
S51::049ca99687f4,S51,M06_SESSION_TIME,f023,5,0.06826373841848143,,,0,0,,,-0.18209800690149575,864,0.008347826086956523,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f004,5,0.06846935510095631,,,0,0,,,-0.1509808226383693,865,0.008357487922705315,False
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f035,5,0.06869606714890342,,,0,0,,,-0.391199701626434,866,0.008367149758454108,False
SESS_E,SESS_E,M06_SESSION_TIME,f033,5,0.06896673737071479,,,0,0,,,-0.1706719129068075,867,0.008376811594202898,False
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f019,12,0.06918611180955736,,,0,0,,,-0.18214022583580294,868,0.00838647342995169,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f005,5,0.06932908210736444,,,0,0,,,-0.2084882388941829,869,0.008396135265700483,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f044,5,0.06963021818894077,,,0,0,,,-0.1687544865282243,870,0.008405797101449276,False
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f006,5,0.0697862148897821,,,0,0,,,-0.18214022583580294,871,0.008415458937198068,False
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f032,5,0.07041880064639794,0.0,0.016829962681122954,394,347,0.1437973992239835,2.139156933447382,-0.10211823685240022,872,0.00842512077294686,False
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f027,5,0.07075350410168935,3.0,0.016003319515719185,707,580,0.11644096985265645,1.979167563733365,-0.06732270034263796,873,0.008434782608695653,False
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f004,5,0.07128340107283693,,,0,0,,,-0.19540252563132476,874,0.008444444444444445,False
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f015,2,0.07152704442577296,,,0,0,,,-0.09395247678451399,875,0.008454106280193238,False
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f017,24,0.07162880302699293,22.0,0.049033484685144915,216,216,0.2152484599861521,2.1280106509125543,-0.16257469442432315,876,0.008463768115942029,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f046,2,0.0722712459089574,,,0,0,,,-0.1929964957240371,877,0.008473429951690821,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f021,2,0.07242243782858004,,,0,0,,,-0.1509808226383693,878,0.008483091787439613,False
SESS_E,SESS_E,M06_SESSION_TIME,f008,5,0.07257743794025773,,,0,0,,,-0.1706719129068075,879,0.008492753623188406,False
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f009,5,0.07309042715929914,0.0,0.07386677340151683,169,142,0.3069670463497203,2.441705020040478,-0.20573875879572312,880,0.008502415458937198,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f012,5,0.07322422772802928,2.0,0.06802128118706338,406,264,0.16079644423068046,2.23057341652746,-0.07835108961063955,881,0.00851207729468599,False
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f015,2,0.07324924352547146,,,0,0,,,-0.06732270034263796,882,0.008521739130434783,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f033,5,0.07332364705406103,3.0,0.03504816527338271,670,529,0.13310296359053028,2.440554588630184,-0.07835108961063955,883,0.008531400966183576,False
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f014,5,0.07351043571639848,4.0,0.17322733283651387,55,53,0.3100192909672007,1.6314922637145015,-0.08416522663934102,884,0.008541062801932368,False
HTF_RANGE_FADE,HTF_RANGE_FADE,M12_RANGE_ROTATION,f043,5,0.0738917490197677,1.0,0.07576646691450446,141,125,0.27260604287213686,2.4377656849753047,-0.1462639811616175,885,0.008550724637681159,False
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f043,4,0.07395405296955104,3.0,0.03022899895840173,293,286,0.1293994782322247,1.5443838212443102,-0.08249763533273155,886,0.008560386473429951,False
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f026,5,0.07401302327525894,,,0,0,,,-0.16257469442432315,887,0.008570048309178744,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f003,5,0.0740581593753431,,,0,0,,,-0.1740521879042388,888,0.008579710144927538,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f013,5,0.07464181482958909,,,0,0,,,-0.15124934773689036,889,0.008589371980676328,False
S31::555f488885b1,S31,M06_SESSION_TIME,f024,2,0.07468023519006195,,,0,0,,,-0.25556162582555575,890,0.008599033816425121,False
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f044,5,0.07474539508097733,,,0,0,,,-0.16988540301205682,891,0.008608695652173913,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f034,3,0.07479393425048242,3.0,0.11214362038218884,193,182,0.21687228195779623,2.165162228103827,-0.07335208704947947,892,0.008618357487922706,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f040,3,0.07479988879762711,,,0,0,,,-0.27062340875942975,893,0.008628019323671498,False
S31::555f488885b1,S31,M06_SESSION_TIME,f021,2,0.07534906252950702,,,0,0,,,-0.25556162582555575,894,0.008637681159420289,False
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f034,3,0.07624887353345389,,,0,0,,,-0.06732270034263796,895,0.008647342995169083,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f008,5,0.07660860365988009,,,0,0,,,-0.15124934773689036,896,0.008657004830917876,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f032,5,0.07698978759060449,,,0,0,,,-0.1687544865282243,897,0.008666666666666668,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f043,5,0.07765747783700538,,,0,0,,,-0.1929964957240371,898,0.008676328502415459,False
S6::7199b701458a,S6,M06_SESSION_TIME,f008,4,0.07787760513289044,,,0,0,,,-0.5031640871587263,899,0.008685990338164251,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f013,5,0.0779881413531669,,,0,0,,,-0.16428795833193302,900,0.008695652173913044,False
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f001,5,0.07822304587966178,,,0,0,,,-0.391199701626434,901,0.008705314009661836,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f008,5,0.07851376522522435,,,0,0,,,-0.3144243577251478,902,0.008714975845410628,False
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f044,5,0.07920637512462969,,,0,0,,,-0.6026326920420786,903,0.008724637681159421,False
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f035,4,0.07952000986036545,2.0,0.4537049454692051,31,27,0.5947779377582558,2.3286049712911416,-0.08416522663934102,904,0.008734299516908213,False
SESS_C,SESS_C,M06_SESSION_TIME,f032,5,0.07965060341399655,,,0,0,,,-0.2791331001590712,905,0.008743961352657006,False
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f007,5,0.07979243035561856,,,0,0,,,-0.10018457997622172,906,0.008753623188405798,False
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f046,2,0.07980617384482036,,,0,0,,,-0.26565881262113494,907,0.008763285024154589,False
S19::762b6018f2c5,S19,M15_GAP,f036,1,0.08011466092002495,,,0,0,,,-0.2669320577565558,908,0.008772946859903381,False
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f027,5,0.08022146462400181,1.0,0.2038460038361315,83,74,0.38720182022428673,2.407906421887096,-0.08416522663934102,909,0.008782608695652174,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f032,5,0.08040344930997811,,,0,0,,,-0.15124934773689036,910,0.008792270531400966,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f008,5,0.08047517729187659,,,0,0,,,-0.27062340875942975,911,0.008801932367149759,False
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f007,5,0.08081669175292738,,,0,0,,,-0.1792331034018087,912,0.008811594202898551,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f007,5,0.08105639896408445,,,0,0,,,-0.16428795833193302,913,0.008821256038647344,False
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f020,5,0.08172842975721961,3.0,0.10296158773489833,381,270,0.20110533974382672,2.4011040947965894,-0.06732270034263796,914,0.008830917874396136,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f024,2,0.08257729561997218,,,0,0,,,-0.14407963683864652,915,0.008840579710144928,False
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f004,5,0.08266017455951125,2.0,0.051060131842077486,317,289,0.17791476343525686,2.3969532040968455,-0.10211823685240022,916,0.008850241545893719,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f023,3,0.08283306822802405,4.0,0.16614483536178823,104,62,0.28049427634566826,2.202769161917823,-0.02144687811779879,917,0.008859903381642512,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f040,5,0.082928654609431,,,0,0,,,-0.1740521879042388,918,0.008869565217391304,False
SESS_B,SESS_B,M06_SESSION_TIME,f036,5,0.08297240772966896,,,0,0,,,-0.3656137311760934,919,0.008879227053140098,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f020,5,0.08302926506844166,,,0,0,,,-0.1740521879042388,920,0.008888888888888889,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f034,3,0.0830296197496625,1.0,0.10789973286030433,151,108,0.24917077206824778,2.2018410267440105,-0.02144687811779879,921,0.008898550724637681,False
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f031,2,0.08331151527963954,,,0,0,,,-0.26565881262113494,922,0.008908212560386474,False
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f006,5,0.08340928103826473,,,0,0,,,-0.16257469442432315,923,0.008917874396135266,False
S12::061854e10b15,S12,M12_RANGE_ROTATION,f012,5,0.08358209933694738,,,0,0,,,-0.24240894300199123,924,0.008927536231884059,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f013,5,0.08375840464053375,,,0,0,,,-0.1509808226383693,925,0.00893719806763285,False
S19::762b6018f2c5,S19,M15_GAP,f035,1,0.08383439495948553,,,0,0,,,-0.2669320577565558,926,0.008946859903381644,False
SESS_B,SESS_B,M06_SESSION_TIME,f028,5,0.08388359772723342,,,0,0,,,-0.3656137311760934,927,0.008956521739130436,False
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f019,12,0.08395810245194646,,,0,0,,,-0.6026326920420786,928,0.008966183574879228,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f021,2,0.08396675534409237,,,0,0,,,-0.2084882388941829,929,0.008975845410628019,False
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f028,5,0.08401456387495565,3.0,0.1478386238825593,98,93,0.21690410947006702,2.3909921360297517,-0.022855479656928215,930,0.008985507246376812,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f040,5,0.084288974686072,,,0,0,,,-0.23235864181773025,931,0.008995169082125604,False
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f028,5,0.08489898644029159,,,0,0,,,-0.36524044468647615,932,0.009004830917874396,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f004,5,0.08512133390168986,,,0,0,,,-0.1687544865282243,933,0.009014492753623189,False
S6::a461ec93f607,S6,M06_SESSION_TIME,f014,5,0.08550306129393004,,,0,0,,,-0.5128074236968724,934,0.009024154589371981,False
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f026,5,0.08572833765624455,,,0,0,,,-0.3737354389272471,935,0.009033816425120774,False
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f017,21,0.08577596380404029,3.0,0.2947533495857782,45,45,0.3344549526144073,1.887317436626933,-0.03691241235634437,936,0.009043478260869566,False
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f044,5,0.08596237816876684,,,0,0,,,-0.15406608716293854,937,0.009053140096618359,False
SESS_E,SESS_E,M06_SESSION_TIME,f010,5,0.08606352159900021,4.0,0.06535581697775306,160,160,0.28158193589364344,2.3821324694505406,-0.1706719129068075,938,0.00906280193236715,False
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f001,5,0.08676821696079973,,,0,0,,,-0.15729102688266258,939,0.009072463768115942,False
SESS_B,SESS_B,M06_SESSION_TIME,f043,5,0.0874651186602482,,,0,0,,,-0.3656137311760934,940,0.009082125603864734,False
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f014,5,0.08755467717260546,,,0,0,,,-0.10018457997622172,941,0.009091787439613527,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f038,5,0.0885271793669351,1.0,0.06824699858443058,134,134,0.23184519550712912,1.7963609276251726,-0.12392098594191271,942,0.009101449275362319,False
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f036,5,0.08995242348721622,,,0,0,,,-0.36524044468647615,943,0.009111111111111111,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f016,5,0.08998857772121838,1.0,0.06442961883330396,117,117,0.23294105515266322,1.8224288865210492,-0.16428795833193302,944,0.009120772946859904,False
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f026,5,0.09018788205425232,,,0,0,,,-0.6026326920420786,945,0.009130434782608696,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f027,5,0.09029937711853009,,,0,0,,,-0.14407963683864652,946,0.009140096618357489,False
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f017,24,0.09161890455379762,,,0,0,,,-0.18214022583580294,947,0.00914975845410628,False
S12::061854e10b15,S12,M12_RANGE_ROTATION,f026,5,0.09203658359287603,,,0,0,,,-0.24240894300199123,948,0.009159420289855072,False
S30::282a94fa23d8,S30,M06_SESSION_TIME,f043,5,0.09412015839402876,,,0,0,,,-0.146454009554978,949,0.009169082125603864,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f024,2,0.09432557496842087,,,0,0,,,-0.14850806707979777,950,0.009178743961352659,False
S20::3a706309724e,S20,M21_META_ROUTER,f032,5,0.094425921799417,4.0,0.052745527751235644,247,157,0.13731554088499887,1.4245841897294773,-0.062153001502173844,951,0.00918840579710145,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f032,5,0.09514599145665992,,,0,0,,,-0.23235864181773025,952,0.009198067632850242,False
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f046,2,0.09519972668228593,,,0,0,,,-0.2797389306514087,953,0.009207729468599034,False
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f012,5,0.09533787016797635,4.0,0.002371783709215208,875,622,0.10856057407270904,2.3442072254902815,-0.09395247678451399,954,0.009217391304347827,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f002,5,0.09604789381721823,4.0,0.12947261196585547,278,247,0.19627463623260583,2.341438727985119,0.0036035871818489063,955,0.009227053140096619,False
S5::15be26301532,S5,M05_OPENING_RANGE,f009,5,0.09663134528157702,3.0,0.12582330436533917,299,279,0.18163127636779353,2.33917711321824,-0.03342225409892166,956,0.00923671497584541,False
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f024,2,0.09706391543388904,,,0,0,,,-0.15238831279984705,957,0.009246376811594204,False
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f006,5,0.09707024176000667,,,0,0,,,-0.6026326920420786,958,0.009256038647342996,False
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f007,5,0.09736610228762377,2.0,0.0048688086385937634,969,897,0.07776655145171492,2.3363459123526127,-0.05809888414133959,959,0.009265700483091789,False
S31::555f488885b1,S31,M06_SESSION_TIME,f006,5,0.09737008130337399,,,0,0,,,-0.25556162582555575,960,0.00927536231884058,False
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f035,5,0.0977980160139591,3.0,0.076555349953226,254,206,0.2010739278957689,2.3346903413373634,-0.10211823685240022,961,0.009285024154589372,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f037,2,0.09785921716385637,,,0,0,,,-0.16428795833193302,962,0.009294685990338164,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f033,5,0.09794439190415227,,,0,0,,,-0.1929964957240371,963,0.009304347826086957,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f013,4,0.09797656647159592,1.0,0.0407835486996511,101,101,0.15950250869138757,1.1195910265570512,-0.11455623302072095,964,0.00931400966183575,False
S19::762b6018f2c5,S19,M15_GAP,f024,2,0.0980502174995328,,,0,0,,,-0.2669320577565558,965,0.009323671497584542,False
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f012,5,0.09978828436635778,,,0,0,,,-0.22398750302820006,966,0.009333333333333334,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f023,5,0.10014943929160247,,,0,0,,,-0.2084882388941829,967,0.009342995169082127,False
S5::15be26301532,S5,M05_OPENING_RANGE,f019,12,0.10027804045325794,0.0,0.18388098021606705,216,195,0.23854192146975686,2.637315645935741,-0.03342225409892166,968,0.009352657004830919,False
S19::762b6018f2c5,S19,M15_GAP,f046,1,0.10036334055775953,,,0,0,,,-0.2669320577565558,969,0.00936231884057971,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f042,5,0.10055163989098004,,,0,0,,,-0.27062340875942975,970,0.009371980676328502,False
SESS_D,SESS_D,M06_SESSION_TIME,f026,5,0.10055447451837951,4.0,0.0485492128604234,665,665,0.0988667438948354,2.0160385163170482,-0.0267017319359689,971,0.009381642512077295,False
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f030,5,0.10088649228980895,,,0,0,,,-0.16988540301205682,972,0.009391304347826087,False
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f010,5,0.10179152504198652,,,0,0,,,-0.16152008753853492,973,0.009400966183574881,False
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f008,5,0.10194013125901402,3.0,0.034934040897111794,388,344,0.12116790215539461,1.4977251704030394,-0.06732270034263796,974,0.009410628019323672,False
S30::282a94fa23d8,S30,M06_SESSION_TIME,f003,5,0.10215409079757043,,,0,0,,,-0.146454009554978,975,0.009420289855072464,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f043,5,0.1022203557920287,,,0,0,,,-0.2196943442096486,976,0.009429951690821257,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f034,3,0.10238915619047573,,,0,0,,,-0.1929964957240371,977,0.00943961352657005,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f038,5,0.10312277175671625,3.0,0.00011720877809995829,730,596,0.09355835577118941,1.8669501063427527,-0.07835108961063955,978,0.009449275362318842,False
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f026,5,0.10344411068194725,,,0,0,,,-0.08249763533273155,979,0.009458937198067632,False
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f010,5,0.10409740372868015,,,0,0,,,-0.2797389306514087,980,0.009468599033816427,False
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f013,5,0.10411436354581416,0.0,0.058264329465248024,52,49,0.2575437693512171,1.1396602025158953,-0.18525611422496036,981,0.009478260869565219,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f042,5,0.10413366672337165,,,0,0,,,-0.1509808226383693,982,0.009487922705314011,False
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f028,5,0.10430274164855202,,,0,0,,,-0.3255470396563592,983,0.009497584541062802,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f035,5,0.10462218040421245,4.0,0.03813447109166292,526,283,0.13180341193465525,2.309345150432536,-0.07835108961063955,984,0.009507246376811595,False
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f008,5,0.1051483488140792,,,0,0,,,-0.3737354389272471,985,0.009516908212560387,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f019,12,0.1052424949447115,,,0,0,,,-0.2196943442096486,986,0.00952657004830918,False
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f001,5,0.10570436796762506,,,0,0,,,-0.18214022583580294,987,0.009536231884057972,False
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f039,2,0.1059653524382953,,,0,0,,,-0.18525611422496036,988,0.009545893719806764,False
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f042,5,0.10623025143198683,,,0,0,,,-0.17687497367340774,989,0.009555555555555557,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f016,4,0.10659653570479666,4.0,0.07681890042598771,149,135,0.16905324666014615,1.436099710335236,-0.07335208704947947,990,0.00956521739130435,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f006,5,0.10718080607511671,,,0,0,,,-0.1687544865282243,991,0.009574879227053142,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f002,5,0.10719535449093653,,,0,0,,,-0.14407963683864652,992,0.009584541062801932,False
S12::061854e10b15,S12,M12_RANGE_ROTATION,f008,5,0.10757558223425834,,,0,0,,,-0.24240894300199123,993,0.009594202898550725,False
SESS_C,SESS_C,M06_SESSION_TIME,f033,5,0.10818958911484211,,,0,0,,,-0.2791331001590712,994,0.009603864734299517,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f046,2,0.10898560541417712,,,0,0,,,-0.1687544865282243,995,0.00961352657004831,False
S31::555f488885b1,S31,M06_SESSION_TIME,f032,5,0.10969431411704589,,,0,0,,,-0.25556162582555575,996,0.009623188405797102,False
SESS_E,SESS_E,M06_SESSION_TIME,f034,3,0.11005746353763213,,,0,0,,,-0.1706719129068075,997,0.009632850241545894,False
SESS_E,SESS_E,M06_SESSION_TIME,f003,3,0.11025944635744644,,,0,0,,,-0.1706719129068075,998,0.009642512077294687,False
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f020,5,0.11050095644437485,,,0,0,,,-0.10018457997622172,999,0.00965217391304348,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f024,2,0.11050856954157684,,,0,0,,,-0.1687544865282243,1000,0.009661835748792272,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f001,5,0.11069466321116384,,,0,0,,,-0.1740521879042388,1001,0.009671497584541063,False
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f007,5,0.11107826204012516,3.0,0.06132784385181896,157,157,0.26941445364944905,2.2866604066591485,-0.15406608716293854,1002,0.009681159420289855,False
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f011,48,0.11174136446567573,,,0,0,,,-0.6026326920420786,1003,0.009690821256038647,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f027,5,0.11210853369834739,4.0,0.06692637664702628,59,47,0.23334784229265315,1.4837451518132292,-0.16428795833193302,1004,0.009700483091787442,False
