hid,family,N,tpy,WR,BASE,STRESS,PF,maxDD,e1,e2,e3,worst,db5,n1,n2,n3,GATE
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr3/window=4/id=0989b1d7266f,S1,5381,359.0,0.317,-0.0429,-0.1595,0.937,302.1,-0.0102,-0.0458,-0.0704,-0.0704,-0.2027,1691,1888,1802,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=2292cb55fbfd,S1,6285,419.0,0.369,0.0247,-0.1096,1.039,64.6,0.0264,0.0134,0.035,0.0134,-0.1314,2002,2204,2079,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=opp_liq/window=4/id=ecbf8e6a5dfe,S1,5376,358.0,0.305,-0.0285,-0.1399,0.959,221.0,-0.0433,-0.0387,-0.0038,-0.0433,-0.3845,1689,1886,1801,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=c6c9fe49a99a,S1,6279,419.0,0.356,0.0489,-0.0809,1.075,108.3,-0.0108,0.0716,0.0823,-0.0108,-0.3105,2000,2202,2077,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=time/window=4/id=d4e529c56c67,S1,5377,358.0,0.318,-0.0195,-0.1306,0.971,215.2,-0.0405,-0.0329,0.0141,-0.0405,-0.3706,1690,1886,1801,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=time/window=8/id=b6d173bf8467,S1,6281,419.0,0.364,0.0528,-0.0762,1.083,129.5,-0.0247,0.0906,0.0874,-0.0247,-0.314,2002,2202,2077,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=rr2/window=4/id=0b6d9648a806,S1,5339,356.0,0.357,-0.0305,-0.111,0.952,247.3,0.0194,-0.0275,-0.0803,-0.0803,-0.1366,1682,1860,1797,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=rr2/window=8/id=e555d874c038,S1,6217,414.0,0.355,-0.0403,-0.119,0.936,318.8,-0.0018,-0.0402,-0.0776,-0.0776,-0.1471,1990,2164,2063,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=rr3/window=4/id=9ebaec2cc7ea,S1,5334,356.0,0.305,-0.0277,-0.1087,0.959,235.7,0.0179,-0.0368,-0.0609,-0.0609,-0.1864,1680,1859,1795,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=rr3/window=8/id=7de27475a55b,S1,6209,414.0,0.304,-0.0414,-0.1206,0.939,313.8,-0.008,-0.0556,-0.0587,-0.0587,-0.201,1985,2163,2061,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=opp_liq/window=4/id=053f73ece497,S1,5329,355.0,0.299,-0.0407,-0.121,0.941,262.5,-0.0249,-0.0248,-0.0719,-0.0719,-0.3549,1678,1857,1794,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=opp_liq/window=8/id=ce1cced5b7d9,S1,6206,414.0,0.301,-0.0479,-0.1265,0.93,342.0,-0.0363,-0.0495,-0.0573,-0.0573,-0.3594,1984,2162,2060,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=time/window=4/id=327d532b17e0,S1,5331,355.0,0.318,-0.0248,-0.1052,0.962,219.5,-0.0112,-0.0266,-0.0357,-0.0357,-0.3377,1680,1858,1793,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=none/stop=structural/exit=time/window=8/id=9fcdde87d9a0,S1,6208,414.0,0.318,-0.0383,-0.1169,0.94,302.5,-0.0295,-0.0479,-0.0366,-0.0479,-0.3455,1987,2162,2059,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr2/window=4/id=a70ea79e0cbe,S1,838,56.0,0.375,-0.0244,-0.0945,0.958,46.7,0.0292,-0.0039,-0.0913,-0.0913,-0.1287,238,313,287,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr2/window=8/id=5dccc7b69e1d,S1,1132,75.0,0.383,-0.0195,-0.1137,0.966,57.8,0.0518,-0.0319,-0.0702,-0.0702,-0.1245,342,409,381,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr3/window=4/id=a8d0fb9bb255,S1,838,56.0,0.345,0.0091,-0.061,1.015,33.2,0.081,0.0265,-0.0695,-0.0695,-0.1444,238,313,287,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=f7bf9bbea30a,S1,1132,75.0,0.352,-0.0019,-0.0997,0.997,57.6,0.0839,0.0014,-0.0825,-0.0825,-0.1577,342,409,381,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=4/id=4d2efc8e0d82,S1,838,56.0,0.405,-0.0125,-0.0826,0.978,34.7,-0.0281,0.0233,-0.0384,-0.0384,-0.2393,238,313,287,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=8/id=0c1812389efc,S1,1132,75.0,0.402,-0.0086,-0.1028,0.985,46.5,-0.04,0.0119,-0.0024,-0.04,-0.2574,342,409,381,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=time/window=4/id=fa47a685d9ca,S1,838,56.0,0.382,0.0092,-0.0609,1.017,46.9,0.0811,0.0241,-0.0668,-0.0668,-0.234,238,313,287,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=time/window=8/id=7caa7a69fc1b,S1,1132,75.0,0.384,0.0285,-0.0657,1.051,40.2,0.0683,0.0084,0.0143,0.0084,-0.259,342,409,381,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=rr2/window=4/id=b7556bfcc041,S1,838,56.0,0.374,-0.0337,-0.0854,0.941,45.4,-0.0052,-0.0002,-0.0938,-0.0938,-0.1382,238,313,287,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=rr2/window=8/id=c91fe5bda7a4,S1,1131,75.0,0.368,-0.0442,-0.096,0.922,75.4,0.0157,-0.0481,-0.0937,-0.0937,-0.1505,342,408,381,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=rr3/window=4/id=e4c8878d2211,S1,838,56.0,0.346,0.0035,-0.0482,1.006,30.5,0.0446,0.0335,-0.0634,-0.0634,-0.1503,238,313,287,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=rr3/window=8/id=18ad54e5ad06,S1,1131,75.0,0.337,-0.0394,-0.0912,0.934,73.5,0.0187,-0.0554,-0.0744,-0.0744,-0.1973,342,408,381,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=opp_liq/window=4/id=e58e24ad248c,S1,838,56.0,0.416,-0.0118,-0.0635,0.978,27.1,-0.0381,0.0438,-0.0505,-0.0505,-0.2157,238,313,287,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=opp_liq/window=8/id=4cd6cbf5fb9b,S1,1131,75.0,0.407,-0.0395,-0.0913,0.928,62.3,-0.0375,-0.031,-0.0503,-0.0503,-0.2387,342,408,381,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=time/window=4/id=26aa622df96b,S1,838,56.0,0.396,0.0229,-0.0288,1.045,35.7,0.0747,0.0496,-0.0492,-0.0492,-0.1976,238,313,287,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=time/window=8/id=ee8123dce15e,S1,1130,75.0,0.394,0.0017,-0.0501,1.003,52.9,0.0607,-0.0153,-0.0331,-0.0331,-0.2192,342,407,381,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr2/window=8/id=be3c47577d15,S1,263,18.0,0.426,-0.109,-0.1276,0.701,37.9,-0.1219,-0.1798,-0.0306,-0.1798,-0.217,100,77,86,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=63c9f8c723e0,S1,263,18.0,0.426,-0.0855,-0.1041,0.766,37.9,-0.07,-0.1785,-0.0202,-0.1785,-0.2201,100,77,86,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=9f8e9b797fa7,S1,267,18.0,0.831,-0.021,-0.0395,0.801,10.3,-0.0227,-0.0259,-0.0147,-0.0259,-0.0412,100,79,88,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=time/window=8/id=64a574dd5e4a,S1,263,18.0,0.411,-0.0958,-0.1144,0.7,35.4,-0.1436,-0.1557,0.0134,-0.1557,-0.1907,100,77,86,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=rr2/window=8/id=7988641e78ba,S1,263,18.0,0.43,-0.1028,-0.1208,0.709,36.3,-0.1218,-0.1716,-0.0192,-0.1716,-0.2105,100,77,86,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=rr3/window=8/id=384f4ae3f57c,S1,263,18.0,0.43,-0.0793,-0.0973,0.776,36.3,-0.0699,-0.1703,-0.0089,-0.1703,-0.2132,100,77,86,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=opp_liq/window=8/id=7bff1db1efc9,S1,267,18.0,0.835,-0.0211,-0.0389,0.793,10.9,-0.0246,-0.0349,-0.0047,-0.0349,-0.0391,100,79,88,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=time/window=8/id=2140455ca5a7,S1,263,18.0,0.411,-0.093,-0.111,0.701,34.8,-0.1427,-0.151,0.0166,-0.151,-0.1872,100,77,86,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=rr2/window=8/id=f3881373eb42,S1,215,14.0,0.433,-0.0873,-0.1056,0.749,27.9,-0.0691,-0.1703,-0.033,-0.1703,-0.1888,80,64,71,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=aec396310939,S1,215,14.0,0.433,-0.0636,-0.0819,0.817,28.0,-0.0042,-0.1688,-0.0357,-0.1688,-0.193,80,64,71,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=8/id=ad077a78eb84,S1,216,14.0,0.843,-0.0124,-0.0306,0.871,6.8,-0.0166,0.0008,-0.0197,-0.0197,-0.0315,80,65,71,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=time/window=8/id=5914e54e4d49,S1,215,14.0,0.419,-0.0719,-0.0902,0.765,26.4,-0.0897,-0.1321,0.0022,-0.1321,-0.1657,80,64,71,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=structural/exit=rr2/window=8/id=9c9531649dec,S1,215,14.0,0.437,-0.0792,-0.0967,0.763,26.2,-0.0691,-0.1603,-0.0176,-0.1603,-0.1803,80,64,71,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=structural/exit=rr3/window=8/id=68adf3e0acb2,S1,215,14.0,0.437,-0.0555,-0.073,0.834,26.3,-0.0042,-0.1588,-0.0203,-0.1588,-0.1845,80,64,71,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=structural/exit=opp_liq/window=8/id=7ffc3eec8f35,S1,216,14.0,0.847,-0.012,-0.0294,0.869,7.3,-0.019,-0.0088,-0.007,-0.019,-0.0289,80,65,71,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=structural/exit=time/window=8/id=13885041e616,S1,215,14.0,0.419,-0.068,-0.0855,0.77,25.5,-0.0886,-0.1264,0.0079,-0.1264,-0.1611,80,64,71,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr2/window=4/id=8021638c68be,S1,2434,162.0,0.409,0.0305,-0.0727,1.053,49.3,0.0492,0.0239,0.0218,0.0218,-0.0722,705,855,874,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr2/window=8/id=c240b7b927af,S1,3180,212.0,0.437,0.064,-0.0483,1.116,44.3,0.1022,0.0454,0.0492,0.0454,-0.0376,965,1102,1113,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr3/window=4/id=8891935db8f8,S1,2417,161.0,0.362,0.0134,-0.0916,1.022,62.3,0.0486,-0.0157,0.0135,-0.0157,-0.1421,701,848,868,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=f9e28c543d5f,S1,3159,211.0,0.396,0.0438,-0.0689,1.074,54.8,0.0814,0.0196,0.0351,0.0196,-0.1102,960,1095,1104,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=opp_liq/window=4/id=a9027034f199,S1,2410,161.0,0.388,0.1346,0.0162,1.221,52.2,0.0096,0.0339,0.3327,0.0096,-0.2619,699,842,869,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=d5a8928a17d9,S1,3147,210.0,0.422,0.1462,0.0243,1.253,72.8,0.0396,0.0606,0.3231,0.0396,-0.2314,955,1089,1103,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=time/window=4/id=d72e48c1537e,S1,2404,160.0,0.368,0.0683,-0.0624,1.113,114.8,-0.071,-0.0063,0.2538,-0.071,-0.2931,700,840,864,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=time/window=8/id=7bacdeb76994,S1,3136,209.0,0.397,0.0868,-0.0522,1.146,111.3,-0.0337,0.0395,0.2388,-0.0337,-0.269,955,1086,1095,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr2/window=4/id=6478c5b08542,S1,2370,158.0,0.372,-0.0104,-0.0712,0.983,87.4,0.0322,-0.0182,-0.0373,-0.0373,-0.1155,689,830,851,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr2/window=8/id=28d5eedd1f75,S1,3055,204.0,0.377,-0.0052,-0.0639,0.991,111.3,0.053,-0.0143,-0.047,-0.047,-0.1101,929,1060,1066,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr3/window=4/id=a33064d96ec4,S1,2355,157.0,0.33,-0.0203,-0.0813,0.968,110.4,0.0476,-0.0458,-0.0509,-0.0509,-0.1778,688,823,844,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr3/window=8/id=bf2f567dccbf,S1,3029,202.0,0.335,-0.0198,-0.0787,0.969,138.4,0.0412,-0.0397,-0.0533,-0.0533,-0.1778,923,1052,1054,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=opp_liq/window=4/id=0471945b0fd6,S1,2354,157.0,0.368,-0.0113,-0.0722,0.982,61.9,0.0004,-0.0016,-0.0301,-0.0301,-0.2671,685,821,848,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=opp_liq/window=8/id=75dc6b87bcab,S1,3032,202.0,0.377,-0.0159,-0.0748,0.974,84.7,-0.0208,-0.0012,-0.0263,-0.0263,-0.2659,920,1050,1062,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=time/window=4/id=d69922292b7c,S1,2347,156.0,0.354,-0.0328,-0.0939,0.945,116.9,-0.0696,-0.008,-0.0271,-0.0696,-0.2972,686,819,842,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=time/window=8/id=80e438a88412,S1,3017,201.0,0.36,-0.0194,-0.0785,0.967,94.7,-0.0431,0.0162,-0.0342,-0.0431,-0.2834,920,1046,1051,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr2/window=4/id=99244bbf66f6,S1,333,22.0,0.408,-0.0157,-0.0575,0.97,19.4,0.0477,-0.0218,-0.0553,-0.0553,-0.1172,84,135,114,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr2/window=8/id=41f972300f06,S1,667,44.0,0.394,-0.0333,-0.0932,0.94,50.5,-0.0453,0.0406,-0.0972,-0.0972,-0.1389,205,232,230,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr3/window=4/id=3a0c7190d972,S1,332,22.0,0.386,-0.0363,-0.0781,0.933,30.8,0.0664,-0.034,-0.1146,-0.1146,-0.1896,84,134,114,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=f021006a6f8f,S1,667,44.0,0.369,-0.052,-0.1119,0.91,63.2,-0.0461,0.0328,-0.1428,-0.1428,-0.2104,205,232,230,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=4/id=01aa2e774c80,S1,332,22.0,0.5,-0.0766,-0.1184,0.831,30.2,-0.1369,-0.0288,-0.0884,-0.1369,-0.216,84,134,114,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=8/id=6d87b7e06611,S1,667,44.0,0.471,-0.0659,-0.1258,0.869,59.5,-0.2301,-0.0198,0.0338,-0.2301,-0.2603,205,232,230,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=time/window=4/id=5cff77a5efbf,S1,332,22.0,0.416,-0.0184,-0.0602,0.961,18.2,0.0268,0.0339,-0.1132,-0.1132,-0.1845,84,134,114,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=time/window=8/id=7c9d7e47539a,S1,667,44.0,0.388,-0.0482,-0.1081,0.908,52.7,-0.1096,0.0414,-0.0839,-0.1096,-0.2561,205,232,230,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr2/window=4/id=2a3c013ee00d,S1,331,22.0,0.411,-0.0185,-0.0563,0.964,16.3,0.0002,-0.0208,-0.0296,-0.0296,-0.1208,84,133,114,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr2/window=8/id=524fae8d58ac,S1,665,44.0,0.398,-0.0347,-0.076,0.935,38.6,-0.0381,0.0133,-0.0796,-0.0796,-0.1407,205,230,230,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr3/window=4/id=358ed7a7d797,S1,331,22.0,0.393,-0.0265,-0.0643,0.95,26.8,0.0575,-0.0189,-0.0973,-0.0973,-0.1798,84,133,114,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr3/window=8/id=58fa61ec43c8,S1,665,44.0,0.376,-0.0474,-0.0887,0.915,45.5,-0.043,0.0131,-0.1119,-0.1119,-0.2061,205,230,230,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=opp_liq/window=4/id=3b1ca17ab051,S1,331,22.0,0.508,-0.0666,-0.1044,0.85,26.8,-0.1406,-0.0122,-0.0755,-0.1406,-0.2009,84,133,114,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=opp_liq/window=8/id=3eef876b8216,S1,665,44.0,0.489,-0.044,-0.0853,0.907,49.9,-0.1741,-0.0112,0.0392,-0.1741,-0.2221,205,230,230,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=time/window=4/id=8eac90b837ba,S1,331,22.0,0.426,-0.0053,-0.0431,0.989,15.5,0.025,0.0519,-0.0943,-0.0943,-0.1706,84,133,114,False
S1::side=high/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=time/window=8/id=2bc8bbd0c2da,S1,665,44.0,0.406,-0.0148,-0.0561,0.97,33.5,-0.0605,0.0809,-0.0696,-0.0696,-0.2162,205,230,230,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr2/window=4/id=08402a06a891,S1,11088,739.0,0.375,-0.0105,-0.1447,0.984,298.0,0.0326,-0.0082,-0.0589,-0.0589,-0.1159,3788,3757,3543,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr2/window=8/id=9d573232b67b,S1,12835,855.0,0.431,0.0591,-0.0954,1.101,66.1,0.0734,0.0678,0.0342,0.0342,-0.0426,4412,4366,4057,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr3/window=4/id=bcac8181abce,S1,10568,704.0,0.322,0.005,-0.1282,1.007,267.4,0.0679,-0.0202,-0.0356,-0.0356,-0.1522,3614,3564,3390,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=2d5419e5aa33,S1,12325,821.0,0.386,0.0799,-0.0739,1.127,55.7,0.1067,0.0816,0.0492,0.0492,-0.0734,4250,4160,3915,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=opp_liq/window=4/id=0831c98b0277,S1,11859,790.0,0.497,-0.0284,-0.1687,0.944,419.1,-0.0294,-0.0277,-0.0282,-0.0294,-0.2537,4042,4014,3803,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=b4a7867a4592,S1,13804,920.0,0.541,0.064,-0.1003,1.137,59.0,0.0484,0.0825,0.0612,0.0484,-0.166,4739,4669,4396,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=time/window=4/id=bf9a484ed9f9,S1,11574,771.0,0.297,0.012,-0.1359,1.017,263.3,0.001,-0.0285,0.066,-0.0285,-0.4038,3951,3899,3724,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=time/window=8/id=553329f9c7c3,S1,13421,895.0,0.358,0.1241,-0.0549,1.192,91.8,0.1118,0.1315,0.1296,0.1118,-0.312,4621,4512,4288,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr2/window=4/id=39601e7372a5,S1,9557,637.0,0.365,-0.0214,-0.0999,0.965,352.9,0.0279,-0.0247,-0.0701,-0.0701,-0.1276,3261,3212,3084,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr2/window=8/id=87cdde0c9b5c,S1,10655,710.0,0.363,-0.0282,-0.1056,0.954,409.7,0.0129,-0.0275,-0.0735,-0.0735,-0.1348,3661,3610,3384,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr3/window=4/id=9bc2aa9f8013,S1,9164,611.0,0.317,-0.0028,-0.0823,0.996,285.6,0.0586,-0.024,-0.0453,-0.0453,-0.1606,3115,3087,2962,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr3/window=8/id=a8d78fd7b22e,S1,10199,680.0,0.316,-0.013,-0.0916,0.98,343.7,0.0356,-0.0264,-0.051,-0.051,-0.1711,3492,3458,3249,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=opp_liq/window=4/id=f5459d2b37e0,S1,11057,737.0,0.536,-0.0416,-0.1223,0.907,503.9,-0.029,-0.0357,-0.061,-0.061,-0.2288,3762,3735,3560,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=opp_liq/window=8/id=204bca1e9808,S1,12435,829.0,0.531,-0.0427,-0.1221,0.905,578.3,-0.0268,-0.0453,-0.0568,-0.0568,-0.2301,4258,4219,3958,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=time/window=4/id=df72e95e3a86,S1,10588,706.0,0.321,-0.011,-0.0945,0.983,354.8,0.0257,-0.0267,-0.0334,-0.0334,-0.3348,3606,3549,3433,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=time/window=8/id=4b20e3f84b2a,S1,12011,801.0,0.322,-0.0093,-0.092,0.985,397.5,0.034,-0.0334,-0.0306,-0.0334,-0.3318,4133,4025,3853,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr2/window=4/id=bf8710218cee,S1,2042,136.0,0.358,-0.0428,-0.1222,0.93,117.4,-0.0058,-0.0321,-0.0922,-0.0922,-0.1501,671,713,658,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr2/window=8/id=da30ed7a31df,S1,2682,179.0,0.38,-0.0073,-0.1113,0.988,93.8,0.02,-0.0262,-0.0154,-0.0262,-0.1127,898,925,859,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr3/window=4/id=9712c8f925a4,S1,2012,134.0,0.318,-0.0227,-0.1021,0.965,93.9,0.0332,-0.0119,-0.0914,-0.0914,-0.1808,662,701,649,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=a69a712e7e89,S1,2643,176.0,0.342,0.0219,-0.0859,1.035,57.6,0.0639,0.0125,-0.0119,-0.0119,-0.1348,883,913,847,False
S1::side=high/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=4/id=1c374bc6ebb3,S1,2114,141.0,0.622,-0.0603,-0.1398,0.824,130.7,-0.0855,-0.049,-0.0469,-0.0855,-0.1797,692,739,683,False
